2019-01-01 00:00:00,0,-31.014600442285438,1057
2019-01-01 00:05:00,0,,1092
2019-01-01 00:10:00,0,-153.40451454897777,1131
2019-01-01 00:15:00,0,,1026
2019-01-01 00:20:00,0,229.80727071743888,960
2019-01-01 00:25:00,0,,983
2019-01-01 00:30:00,0,-169.72223128320303,937
2019-01-01 00:35:00,0,,875
2019-01-01 00:40:00,0,-69.48602494668913,891
2019-01-01 00:45:00,0,,772
2019-01-01 00:50:00,0,48.745164053360995,601
2019-01-01 00:55:00,0,,739
2019-01-01 01:00:00,0,-42.876240182264894,748
2019-01-01 01:05:00,0,,801
2019-01-01 01:10:00,0,23.553104035344262,840
2019-01-01 01:15:00,0,,807
2019-01-01 01:20:00,0,129.98314064703652,791
2019-01-01 01:25:00,0,,877
2019-01-01 01:30:00,0,30.63335144782459,901
2019-01-01 01:35:00,0,,753
2019-01-01 01:40:00,0,22.311068417238957,764
2019-01-01 01:45:00,0,,773
2019-01-01 01:50:00,0,165.88531903037077,797
2019-01-01 01:55:00,0,,928
2019-01-01 02:00:00,0,-126.18782577580629,973
2019-01-01 02:05:00,0,,910
2019-01-01 02:10:00,0,115.01564283838741,996
2019-01-01 02:15:00,0,,957
2019-01-01 02:20:00,0,-87.4894420464125,761
2019-01-01 02:25:00,0,,700
2019-01-01 02:30:00,0,26.687358530751577,619
2019-01-01 02:35:00,0,,486
2019-01-01 02:40:00,0,188.08669592500834,423
2019-01-01 02:45:00,0,,500
2019-01-01 02:50:00,0,70.78136700621987,371
2019-01-01 02:55:00,0,,437
2019-01-01 03:00:00,0,124.19898143653405,430
2019-01-01 03:05:00,0,,608
2019-01-01 03:10:00,0,46.91883672009543,566
2019-01-01 03:15:00,0,,768
2019-01-01 03:20:00,0,-157.66933485700469,891
2019-01-01 03:25:00,0,,904
2019-01-01 03:30:00,0,-55.48639137341953,864
2019-01-01 03:35:00,0,,760
2019-01-01 03:40:00,0,93.21668613800645,758
2019-01-01 03:45:00,0,,860
2019-01-01 03:50:00,0,-114.87845786809639,837
2019-01-01 03:55:00,0,,682
2019-01-01 04:00:00,0,-53.77800520979724,782
2019-01-01 04:05:00,0,,861
2019-01-01 04:10:00,0,92.0203175166445,912
2019-01-01 04:15:00,0,,918
2019-01-01 04:20:00,0,70.61436153289957,1034
2019-01-01 04:25:00,0,,952
2019-01-01 04:30:00,0,-55.80054697233836,957
2019-01-01 04:35:00,0,,984
2019-01-01 04:40:00,0,-2.72740909425878,985
2019-01-01 04:45:00,0,,881
2019-01-01 04:50:00,0,7.036606447226132,927
2019-01-01 04:55:00,0,,1031
2019-01-01 05:00:00,0,155.65157184935057,1067
2019-01-01 05:05:00,0,,1045
2019-01-01 05:10:00,0,31.584689667158344,1080
2019-01-01 05:15:00,0,,1178
2019-01-01 05:20:00,0,-78.65706115361716,1343
2019-01-01 05:25:00,0,,1552
2019-01-01 05:30:00,0,-127.21276825995925,1427
2019-01-01 05:35:00,0,,1470
2019-01-01 05:40:00,0,-30.808490622934563,1504
2019-01-01 05:45:00,0,,1556
2019-01-01 05:50:00,0,17.11154684472867,1346
2019-01-01 05:55:00,0,,1205
2019-01-01 06:00:00,0,227.0449474683437,1178
2019-01-01 06:05:00,0,,1180
2019-01-01 06:10:00,0,-1.679582441711195,1115
2019-01-01 06:15:00,0,,1197
2019-01-01 06:20:00,0,-19.249485498569154,1037
2019-01-01 06:25:00,0,,1079
2019-01-01 06:30:00,0,48.62915549605257,1304
2019-01-01 06:35:00,0,,1362
2019-01-01 06:40:00,0,-240.47689173432744,1486
2019-01-01 06:45:00,0,,1440
2019-01-01 06:50:00,0,162.36639688016874,1493
2019-01-01 06:55:00,0,,1433
2019-01-01 07:00:00,0,-11.58163968925738,1361
2019-01-01 07:05:00,0,,1383
2019-01-01 07:10:00,0,-112.92321108656161,1427
2019-01-01 07:15:00,0,,1661
2019-01-01 07:20:00,0,78.29174837447657,1643
2019-01-01 07:25:00,0,,1501
2019-01-01 07:30:00,0,-229.7242935409952,1474
2019-01-01 07:35:00,0,,1477
2019-01-01 07:40:00,0,-170.44275721881579,1288
2019-01-01 07:45:00,0,,1405
2019-01-01 07:50:00,0,-56.65097552190995,1197
2019-01-01 07:55:00,0,,1256
2019-01-01 08:00:00,0,-30.199979110545083,1265
2019-01-01 08:05:00,0,,1186
2019-01-01 08:10:00,0,-85.88043421236053,1232
2019-01-01 08:15:00,0,,1175
2019-01-01 08:20:00,0,-43.86642514789105,1191
2019-01-01 08:25:00,0,,1160
