2019-07-15 00:05:00,0.0,,-34387.227
2019-07-15 00:10:00,0.0,7608.686926565886,-34387.227
2019-07-15 00:15:00,0.0,,-34387.227
2019-07-15 00:20:00,0.0,7576.427240741884,-34387.227
2019-07-15 00:25:00,0.0,,-34387.227
2019-07-15 00:30:00,0.0,7544.069110600569,-34387.227
2019-07-15 00:35:00,0.0,,-34387.227
2019-07-15 00:40:00,0.0,7512.026851246184,-34387.227
2019-07-15 00:45:00,0.0,,-34387.227
2019-07-15 00:50:00,0.0,7480.564130069926,-34387.227
2019-07-15 00:55:00,0.0,,-34387.227
2019-07-15 01:00:00,0.0,7449.788798397562,-34373.85
2019-07-15 01:05:00,0.0,,-34373.85
2019-07-15 01:10:00,0.0,7419.6518707270825,-34373.85
2019-07-15 01:15:00,0.0,,-34373.85
2019-07-15 01:20:00,0.0,7389.95067798739,-34373.85
2019-07-15 01:25:00,0.0,,-34373.85
2019-07-15 01:30:00,0.0,7360.336112217716,-34373.85
2019-07-15 01:35:00,0.0,,-34373.85
2019-07-15 01:40:00,0.0,7330.323772486348,-34373.85
2019-07-15 01:45:00,0.0,,-34373.85
2019-07-15 01:50:00,0.0,7299.308720607722,-34373.85
2019-07-15 01:55:00,0.0,,-34373.85
2019-07-15 02:00:00,0.0,7266.583460348742,-34331.42
2019-07-15 02:05:00,0.0,,-34331.42
2019-07-15 02:10:00,0.0,7231.35867040421,-34331.42
2019-07-15 02:15:00,0.0,,-34331.42
2019-07-15 02:20:00,0.0,7192.786150262739,-34331.42
2019-07-15 02:25:00,0.0,,-34331.42
2019-07-15 02:30:00,0.0,7149.98338169698,-34331.42
2019-07-15 02:35:00,0.0,,-34331.42
2019-07-15 02:40:00,0.0,7102.059067876511,-34331.42
2019-07-15 02:45:00,0.0,,-34331.42
2019-07-15 02:50:00,0.0,7048.138989372854,-34331.42
2019-07-15 02:55:00,0.0,,-34331.42
2019-07-15 03:00:00,0.0,6987.391511151831,-34268.223
2019-07-15 03:05:00,0.0,,-34268.223
2019-07-15 03:10:00,0.0,6919.052085797272,-34268.223
2019-07-15 03:15:00,0.0,,-34268.223
2019-07-15 03:20:00,0.0,6842.44612959195,-34268.223
2019-07-15 03:25:00,0.0,,-34268.223
2019-07-15 03:30:00,0.0,6757.009693829661,-34268.223
2019-07-15 03:35:00,0.0,,-34268.223
2019-07-15 03:40:00,0.0,6662.307414277073,-34268.223
2019-07-15 03:45:00,0.0,,-34268.223
2019-07-15 03:50:00,0.0,6558.047298386795,-34268.223
2019-07-15 03:55:00,0.0,,-34268.223
2019-07-15 04:00:00,0.0,6444.091994450336,-34190.785
2019-07-15 04:05:00,0.0,,-34190.785
2019-07-15 04:10:00,0.0,6320.46628173926,-34190.785
2019-07-15 04:15:00,0.0,,-34190.785
2019-07-15 04:20:00,0.0,6187.360622771372,-34190.785
2019-07-15 04:25:00,0.0,,-34190.785
2019-07-15 04:30:00,0.0,6045.13072236221,-34190.785
2019-07-15 04:35:00,0.0,,-34190.785
2019-07-15 04:40:00,0.0,5894.293141682456,-34190.785
2019-07-15 04:45:00,0.0,,-34190.785
2019-07-15 04:50:00,0.0,5735.517119394459,-34190.785
2019-07-15 04:55:00,0.0,,-34190.785
2019-07-15 05:00:00,0.0,5569.612848209821,-34104.137
2019-07-15 05:05:00,0.0,,-34104.137
2019-07-15 05:10:00,0.0,5397.516542276314,-34104.137
2019-07-15 05:15:00,0.0,,-34104.137
2019-07-15 05:20:00,0.0,5220.272712896796,-34104.137
